DATASET	SEGMENT	TOKENS
halenepal	ˈ/dʒ	53
halenepal	lː	49
halenepal	ˈ/pʰ	49
halenepal	ˈ/aː	47
halenepal	ɖʱ	46
halenepal	mː	42
halenepal	tː	41
halenepal	ˈ/h	38
halenepal	ˈ/ʈ	35
halenepal	pː	34
halenepal	z	33
halenepal	č/tʃ	32
halenepal	ẽː	31
halenepal	l̥	30
halenepal	ẘ	29
halenepal	ʃ	25
halenepal	l̊	24
halenepal	ʈː	24
halenepal	ˈ/w	22
halenepal	ˈ/ʈʰ	22
halenepal	chh/tʃʰ	21
halenepal	tʃː	21
halenepal	ĩː	20
halenepal	dː	17
halenepal	ã̤ː	17
halenepal	ˈ/kʰ	17
halenepal	tʃːʰ	16
halenepal	sʰ	15
halenepal	ˈ/u	13
halenepal	bː	12
halenepal	ˈ/bʱ	12
halenepal	ũː	10
halenepal	'/a	9
halenepal	'/i	8
halenepal	'č/tʃ	8
halenepal	'č/tʃʰ	8
halenepal	'/dʒʱ	7
halenepal	ɭ	7
halenepal	ˈ/e	7
halenepal	ˈ/o	7
halenepal	'/gʱ	6
halenepal	'/r̊	6
halenepal	'/ʃ	6
halenepal	č/tʃʰ	6
halenepal	'/l̥	5
halenepal	ˈ/z	5
halenepal	'/g	4
halenepal	'/m	4
halenepal	dʒː	4
halenepal	dʰ	4
halenepal	rː	4
halenepal	ã̤	4
halenepal	ˈ/uː	4
halenepal	'/b	3
halenepal	'/ẘ	3
halenepal	õː	3
halenepal	ɽ	3
halenepal	ˈ/dʱ	3
halenepal	ˈ/ɖ	3
halenepal	'/gʰ	2
halenepal	'/k	2
halenepal	'/l	2
halenepal	'/p	2
halenepal	'/õ	2
halenepal	a̠/a	2
halenepal	o̤ː	2
halenepal	v	2
halenepal	x	2
halenepal	y	2
halenepal	yː	2
halenepal	'/aː	1
halenepal	'/bʱ	1
halenepal	'/d	1
halenepal	'/h	1
halenepal	'/r̥	1
halenepal	'/s	1
halenepal	'/t	1
halenepal	'/tʃ	1
halenepal	gː	1
halenepal	kʰː	1
halenepal	m̥	1
halenepal	r̩	1
halenepal	sː	1
halenepal	ì/i	1
halenepal	ù/u	1
halenepal	ɖː	1
halenepal	ˈ/ʔ	1
halenepal	ẽ̤	1
hantganbangime	n	1626
hantganbangime	g	1265
hantganbangime	d	1147
hantganbangime	m	1133
hantganbangime	á/a	1095
hantganbangime	à/a	1049
hantganbangime	ú/u	1046
hantganbangime	r	1004
hantganbangime	k	981
hantganbangime	b	966
hantganbangime	í/i	933
hantganbangime	j	813
hantganbangime	l	803
hantganbangime	ù/u	743
hantganbangime	s	739
hantganbangime	ɛ́/ɛ	728
hantganbangime	t	707
hantganbangime	ì/i	662
hantganbangime	ó/o	595
hantganbangime	ɛ̀/ɛ	564
hantganbangime	ɔ́/ɔ	528
hantganbangime	dʒ	524
hantganbangime	ŋ	490
hantganbangime	é/e	484
hantganbangime	è/e	483
hantganbangime	ò/o	467
hantganbangime	ɔ̀/ɔ	448
hantganbangime	w	418
hantganbangime	p	353
hantganbangime	r̃	252
hantganbangime	e	193
hantganbangime	ɲ	184
hantganbangime	á:/aː	167
hantganbangime	u	162
hantganbangime	j̃	155
hantganbangime	w̃	141
hantganbangime	à:/aː	131
hantganbangime	z	118
hantganbangime	a	116
hantganbangime	h	113
hantganbangime	í:/iː	104
hantganbangime	f	102
hantganbangime	ɛ́:/ɛː	93
hantganbangime	ǎ:/aː	92
hantganbangime	tʃ	90
hantganbangime	o	87
hantganbangime	i	83
hantganbangime	ǎ/a	82
hantganbangime	ɔ́:/ɔː	69
hantganbangime	ó:/oː	66
hantganbangime	aː	63
hantganbangime	é:/eː	61
hantganbangime	ɛ̌/ɛ	56
hantganbangime	ʔ	55
hantganbangime	ā/a	54
hantganbangime	â/a	53
hantganbangime	ú:/uː	50
hantganbangime	ī/i	47
hantganbangime	î/i	46
hantganbangime	nː	45
hantganbangime	ū/u	45
hantganbangime	ɛ̀:/ɛː	41
hantganbangime	ɛ̌:/ɛː	39
hantganbangime	î:/iː	37
hantganbangime	ɔ̄/ɔ	37
hantganbangime	ɔ̌:/ɔː	37
hantganbangime	ɔ̌/ɔ	36
hantganbangime	è:/eː	35
hantganbangime	ǒ/o	35
hantganbangime	ǒ:/oː	35
hantganbangime	ɔ̀:/ɔː	35
hantganbangime	ě/e	34
hantganbangime	ê/e	31
hantganbangime	ō/o	31
hantganbangime	ɛ̄/ɛ	31
hantganbangime	ì:/iː	30
hantganbangime	ò:/o	28
hantganbangime	ù:/uː	28
hantganbangime	ɛ̂/ɛ	28
hantganbangime	àà/aː	26
hantganbangime	âː/aː	26
hantganbangime	ǔ/u	26
hantganbangime	ē/e	25
hantganbangime	ɛ̂:/ɛː	24
hantganbangime	ô/o	23
hantganbangime	ɗ	23
hantganbangime	û/u	22
hantganbangime	ǐ/i	22
hantganbangime	ǹ/n̩	21
hantganbangime	oː	20
hantganbangime	áá/aː	20
hantganbangime	êː/eː	20
hantganbangime	û:/uː	20
hantganbangime	ǐ:/iː	20
hantganbangime	áⁿ/ã	19
hantganbangime	eː	18
hantganbangime	ɥ/y	18
hantganbangime	lː	17
hantganbangime	mː	17
hantganbangime	ìì/iː	15
hantganbangime	ɔ̂/ɔ	15
hantganbangime	iː	14
hantganbangime	tː	14
hantganbangime	ô:/oː	14
hantganbangime	ɛ̀ɛ̀/ɛː	14
hantganbangime	dː	13
hantganbangime	kʷ	13
hantganbangime	ɓ	13
hantganbangime	ɣ	13
hantganbangime	uː	12
hantganbangime	íí/iː	11
hantganbangime	íⁿ/ĩ	11
hantganbangime	î:ⁿ/ĩː	11
hantganbangime	ɔ́ⁿ/ɔ̃	11
hantganbangime	sʷ	10
hantganbangime	àⁿ/ã	10
hantganbangime	úⁿ/ũ	10
hantganbangime	ń/n̩	10
hantganbangime	ɔ̂:/ɔː	10
hantganbangime	ɛ́ⁿ/ɛ̃	10
hantganbangime	ɲː	10
hantganbangime	gʷ	9
hantganbangime	m̀/m̩	9
hantganbangime	nʷ	9
hantganbangime	ě:/eː	9
hantganbangime	bː	8
hantganbangime	ìⁿ/ĩ	8
hantganbangime	ý/y	8
hantganbangime	ǔ:/uː	8
hantganbangime	ɔ̀ⁿ/ɔ̃	8
hantganbangime	dʷ	7
hantganbangime	gː	7
hantganbangime	ŋː	7
hantganbangime	ōⁿ/õ	7
hantganbangime	ɔ́ɔ́/ɔː	7
hantganbangime	ɗː	7
hantganbangime	à:ⁿ/ãː	6
hantganbangime	òò/oː	6
hantganbangime	úú/uː	6
hantganbangime	ɛ	6
hantganbangime	ʃ	6
hantganbangime	ai	5
hantganbangime	dʒː	5
hantganbangime	tʃː	5
hantganbangime	á:ⁿ/ãː	5
hantganbangime	éé/eː	5
hantganbangime	óⁿ/õ	5
hantganbangime	ùⁿ/ũ	5
hantganbangime	āā/aː	5
hantganbangime	īī/iː	5
hantganbangime	ŋ̀/ŋ̍	5
hantganbangime	ɓː	5
hantganbangime	ɔ᷈:/ɔː	5
hantganbangime	ə́/ə	5
hantganbangime	ʄ	5
hantganbangime	pː	4
hantganbangime	tʷ	4
hantganbangime	ú:ⁿ/ũː	4
hantganbangime	āⁿ/ã	4
hantganbangime	ĩ	4
hantganbangime	ǐ:ⁿ/ĩː	4
hantganbangime	ɛ́:ⁿ/ɛ̃ː	4
hantganbangime	ɛ̌:ⁿ/ɛ̃ː	4
hantganbangime	ẁⁿ/w̃	4
hantganbangime	kː	3
hantganbangime	ã	3
hantganbangime	é:ⁿ/ẽː	3
hantganbangime	ì:ⁿ/ĩː	3
hantganbangime	ììⁿ/ĩː	3
hantganbangime	í:ⁿ/ĩ	3
hantganbangime	òⁿ/õ	3
hantganbangime	ó:ⁿ/õː	3
hantganbangime	óó/oː	3
hantganbangime	ùù/uː	3
hantganbangime	ūⁿ/ũ	3
hantganbangime	ǎ:ⁿ/ãː	3
hantganbangime	ɔ	3
hantganbangime	ɔ̀ɔ̀/ɔː	3
hantganbangime	ɔ̄ɔ̄/ɔː	3
hantganbangime	ɔ̌:ⁿ/ɔ̃ː	3
hantganbangime	ə̀/ə	3
hantganbangime	ɛ̄ɛ̄/ɛː	3
hantganbangime	ʒ	3
hantganbangime	dʒʷ	2
hantganbangime	oi	2
hantganbangime	o᷈:/oː	2
hantganbangime	rʷ	2
hantganbangime	ui	2
hantganbangime	wː	2
hantganbangime	ààⁿ/ãː	2
hantganbangime	á̰/a	2
hantganbangime	ãː	2
hantganbangime	éⁿ/ẽ	2
hantganbangime	ô:ⁿ/õː	2
hantganbangime	ùùⁿ/ũː	2
hantganbangime	úúⁿ/ũː	2
hantganbangime	û:ⁿ/ũː	2
hantganbangime	ýⁿ/ỹ	2
hantganbangime	īⁿ/ĩ	2
hantganbangime	ŋ̄/ŋ̍	2
hantganbangime	ũ	2
hantganbangime	ǔⁿ/ũ	2
hantganbangime	ɔ̀:	2
hantganbangime	ɔ̀:ⁿ/ɔ̃ː	2
hantganbangime	ɔ̀ɔ́/ɔː	2
hantganbangime	ɔ́:ⁿ/ɔ̃ː	2
hantganbangime	ɔ̄ⁿ/ɔ̃	2
hantganbangime	ɔ̰́/ɔ	2
hantganbangime	ɕ	2
hantganbangime	ɛ̀ɛ́/ɛː	2
hantganbangime	ɛ̀ⁿ/ɛ̃	2
hantganbangime	ɛ́ɛ́ⁿ/ɛ̃ː	2
hantganbangime	ɛ̄ⁿ/ɛ̃	2
hantganbangime	ɛ᷈/ɛ	2
hantganbangime	ɛⁿ/ɛ̃	2
hantganbangime	ɥ̄/y	2
hantganbangime	ɥⁿ/ỹ	2
hantganbangime	ʄː	2
hantganbangime	ḭ/ḭ	2
hantganbangime	ṵ́/ṵ	2
hantganbangime	ỳ/y	2
hantganbangime	aːi	1
hantganbangime	bʷ	1
hantganbangime	o᷆/o	1
hantganbangime	o᷈y/oi	1
hantganbangime	q	1
hantganbangime	u᷆/u	1
hantganbangime	u᷆ⁿ/ũ	1
hantganbangime	x	1
hantganbangime	à̰/a	1
hantganbangime	á/ai	1
hantganbangime	ááⁿ/ãː	1
hantganbangime	ãu	1
hantganbangime	è:ⁿ/ẽː	1
hantganbangime	éy/ei	1
hantganbangime	ê:/eː	1
hantganbangime	êⁿ/ẽ	1
hantganbangime	ì:/i	1
hantganbangime	í:/i	1
hantganbangime	íi/iː	1
hantganbangime	ò:ⁿ/õ	1
hantganbangime	ò̰/o	1
hantganbangime	õu	1
hantganbangime	ù:ⁿ/ũː	1
hantganbangime	āāⁿ/ãː	1
hantganbangime	ŋ́/ŋ̍	1
hantganbangime	ǒy/oi	1
hantganbangime	ǔ:ⁿ/ũː	1
hantganbangime	ɔ́ɔ̀/ɔː	1
hantganbangime	ɔ̂:ⁿ/ɔ̃ː	1
hantganbangime	ɔ̂ⁿ/ɔ̃	1
hantganbangime	ɔ̄/ɔː	1
hantganbangime	ɔ̌ⁿ/ɔ̃	1
hantganbangime	ɔ̯/ɔ	1
hantganbangime	ɔ̰̀/ɔ	1
hantganbangime	ɔ᷈:ⁿ/ɔ̃ː	1
hantganbangime	ə̄/ə	1
hantganbangime	ə̄ə̄/əː	1
hantganbangime	ɛ̀:ⁿ/ɛ̃ː	1
hantganbangime	ɛ̀ɛ̀ⁿ/ɛ̃ː	1
hantganbangime	ɛ́ɛ̀/ɛː	1
hantganbangime	ɛ́ɛ́/ɛː	1
hantganbangime	ɛ̂:ⁿ/ɛ̃ː	1
hantganbangime	ɛ̂ⁿ/ɛ̃	1
hantganbangime	ɛ̄ɛ̀ⁿ/ɛ̃ː	1
hantganbangime	ɛ̌yⁿ/ɛĩ	1
hantganbangime	ɛ̌ⁿ/ɛ̃	1
hantganbangime	ɛ̰̀/ɛ	1
hantganbangime	ɛ᷈:/ɛ	1
hantganbangime	ɛ᷈:/ɛː	1
hantganbangime	ɛ᷈:ⁿ/ɛ̃ː	1
hantganbangime	ɲ̀/ɲ̍	1
hantganbangime	ʔⁿ/ʔ	1
hantganbangime	ḛ̀/ḛ	1
hantganbangime	ḛ́/ḛ	1
hantganbangime	ḿ/m̩	1
hantganbangime	ẁ/w	1
hantganbangime	ẃⁿ/w̃	1
hantganbangime	ẽ	1
hattorijaponic	a	1240
hattorijaponic	u	1031
hattorijaponic	i	1003
hattorijaponic	r	567
hattorijaponic	k	547
hattorijaponic	o	536
hattorijaponic	s	394
hattorijaponic	m	378
hattorijaponic	e	368
hattorijaponic	n	364
hattorijaponic	t	305
hattorijaponic	h	260
hattorijaponic	ɴ	209
hattorijaponic	ts	159
hattorijaponic	ɨ	119
hattorijaponic	b	117
hattorijaponic	j	112
hattorijaponic	tɕ	109
hattorijaponic	g	103
hattorijaponic	w	100
hattorijaponic	iː	96
hattorijaponic	d	85
hattorijaponic	oː	64
hattorijaponic	ʔ	64
hattorijaponic	aː	54
hattorijaponic	z	54
hattorijaponic	ui	49
hattorijaponic	ɕ	49
hattorijaponic	eː	43
hattorijaponic	uː	42
hattorijaponic	ŋ	39
hattorijaponic	tː	34
hattorijaponic	x	27
hattorijaponic	p	26
hattorijaponic	kʲ	25
hattorijaponic	θ	25
hattorijaponic	ɭ	23
hattorijaponic	ɸ	22
hattorijaponic	tsː	20
hattorijaponic	dʑ	19
hattorijaponic	sː	19
hattorijaponic	f	17
hattorijaponic	pː	16
hattorijaponic	kː	15
hattorijaponic	ɨː	15
hattorijaponic	tɕː	11
hattorijaponic	ʃ	10
hattorijaponic	dz	7
hattorijaponic	ʔʲ	7
hattorijaponic	mː	6
hattorijaponic	pˢ	5
hattorijaponic	dʒ	4
hattorijaponic	i/j	4
hattorijaponic	vː	4
hattorijaponic	nʲ	3
hattorijaponic	bˢ	2
hattorijaponic	fː	2
hattorijaponic	mʲ	2
hattorijaponic	nː	2
hattorijaponic	tʲ	2
hattorijaponic	v	2
hattorijaponic	ɴː	2
hattorijaponic	β	2
hattorijaponic	tʃː	1
hattorijaponic	ʃː	1
hillburmish	⁵⁵	2079
hillburmish	³¹	1605
hillburmish	a	1411
hillburmish	j	1002
hillburmish	ʔ	943
hillburmish	ŋ	930
hillburmish	k	899
hillburmish	m	861
hillburmish	p	679
hillburmish	n	551
hillburmish	i	543
hillburmish	ɔ	542
hillburmish	t	532
hillburmish	u	501
hillburmish	l	474
hillburmish	³⁵	452
hillburmish	²¹	369
hillburmish	o	343
hillburmish	kʰ	341
hillburmish	⁴	326
hillburmish	ɛ	303
hillburmish	s	280
hillburmish	⁵¹	233
hillburmish	au	198
hillburmish	ts	185
hillburmish	tʰ	181
hillburmish	³³	181
hillburmish	a̱	178
hillburmish	e	164
hillburmish	⁵³	159
hillburmish	ɔ̃	153
hillburmish	pʰ	152
hillburmish	ʃ	147
hillburmish	¹	144
hillburmish	ɑ	142
hillburmish	²²	137
hillburmish	ʐ	128
hillburmish	v	127
hillburmish	w	121
hillburmish	ə	121
hillburmish	ai	113
hillburmish	²	107
hillburmish	tʃ	106
hillburmish	³	104
hillburmish	x	102
hillburmish	ui	100
hillburmish	ḥ/⁵	96
hillburmish	ɛ̃	95
hillburmish	tʃʰ	68
hillburmish	ɔ̱	66
hillburmish	ɛ̱	61
hillburmish	n̥	60
hillburmish	tsʰ	57
hillburmish	tɕ	57
hillburmish	tɕʰ	54
hillburmish	r	51
hillburmish	u̱	50
hillburmish	ʂ	50
hillburmish	ə̆	49
hillburmish	o̱	46
hillburmish	tθ	46
hillburmish	i̱	45
hillburmish	ĩ	43
hillburmish	ɣ	43
hillburmish	ɯ	41
hillburmish	ă	38
hillburmish	ei	37
hillburmish	b	35
hillburmish	g	35
hillburmish	ʈʂ	35
hillburmish	ṅ/ŋ	35
hillburmish	aː	34
hillburmish	c	34
hillburmish	ɑ̃	33
hillburmish	ɔː	32
hillburmish	ɤ	31
hillburmish	ɿ	31
hillburmish	ch/tʃʰ	30
hillburmish	ȵ	26
hillburmish	a̱u	25
hillburmish	sʰ	25
hillburmish	ui̯	25
hillburmish	ˀk	25
hillburmish	m̥	24
hillburmish	ɑu	24
hillburmish	ou	22
hillburmish	ə̱	22
hillburmish	ɑ̃u	21
hillburmish	ʈʂʰ	21
hillburmish	uː	20
hillburmish	d	19
hillburmish	o₂/ɔ	19
hillburmish	əː	19
hillburmish	l̥	18
hillburmish	ɔ̱̃	17
hillburmish	ñ/ɲ	16
hillburmish	õ	16
hillburmish	ɔ̆	16
hillburmish	ɲ	16
hillburmish	əi	15
hillburmish	ʑ	15
hillburmish	a̱i	14
hillburmish	u̱i	14
hillburmish	ˀp	13
hillburmish	a̱ː	12
hillburmish	ȵ̥	12
hillburmish	ɕ	12
hillburmish	ɛ̱̃	12
hillburmish	ˀs	12
hillburmish	nʰ	11
hillburmish	o₁/ʊ	11
hillburmish	ĕ	11
hillburmish	ŏ	11
hillburmish	ˀt	11
hillburmish	dʒ	10
hillburmish	dz	9
hillburmish	oi	9
hillburmish	ø	9
hillburmish	ŋ̊	9
hillburmish	ə̱ː	9
hillburmish	ɛː	9
hillburmish	ɲ̊	9
hillburmish	ˀn	9
hillburmish	ˀr	9
hillburmish	ẽ	9
hillburmish	f	8
hillburmish	ʒ	8
hillburmish	ˀl	8
hillburmish	aːu	7
hillburmish	e̱	7
hillburmish	ɔi	7
hillburmish	ɔ̱ː	7
hillburmish	ʊ	7
hillburmish	ˀts	7
hillburmish	eːi	6
hillburmish	u̱ː	6
hillburmish	ũ	6
hillburmish	ŭ	6
hillburmish	ˀtʃ	6
hillburmish	e̱i	5
hillburmish	rʰ	5
hillburmish	ɑ̃i	5
hillburmish	ɛ̱ː	5
hillburmish	ɬ	5
hillburmish	ˀj	5
hillburmish	ˀm	5
hillburmish	ˀŋ	5
hillburmish	ia	4
hillburmish	iː	4
hillburmish	ç	4
hillburmish	ø̱	4
hillburmish	ĭ	4
hillburmish	ŏ̱	4
hillburmish	ɔ̱i	4
hillburmish	ˀɲ	4
hillburmish	a̱ːu	3
hillburmish	h	3
hillburmish	ɔːi	3
hillburmish	aˀ	2
hillburmish	e̱ːi	2
hillburmish	iu	2
hillburmish	jː	2
hillburmish	o̱i	2
hillburmish	z	2
hillburmish	ə̱i	2
hillburmish	ṅh/ŋʰ	2
hillburmish	aːi	1
hillburmish	a̱ːi	1
hillburmish	i/j	1
hillburmish	i̱ː	1
hillburmish	lʰ	1
hillburmish	mʰ	1
hillburmish	oː	1
hillburmish	oːu	1
hillburmish	o̱u	1
hillburmish	uːi	1
hillburmish	u̥	1
hillburmish	ãu	1
hillburmish	ñh/ɲʰ	1
hillburmish	ɑi	1
hillburmish	ɑ̱	1
hillburmish	ɑ̱̆	1
hillburmish	ɔ̃̆	1
hillburmish	ɔ̆i	1
hillburmish	ɔ̱̆	1
hillburmish	ɛ̆	1
hillburmish	ɪ	1
hillburmish	ɪ̃	1
hillburmish	ɿi	1
hillburmish	ʈ	1
hillburmish	ʑ̩	1
hillburmish	χ	1
houchinese	a	1206
houchinese	j	1094
houchinese	i	775
houchinese	w	706
houchinese	n	698
houchinese	ə	615
houchinese	⁵³	595
houchinese	ŋ	559
houchinese	⁵⁵	499
houchinese	o	485
houchinese	ts	468
houchinese	l	438
houchinese	k	432
houchinese	e	401
houchinese	²¹	380
houchinese	u	369
houchinese	t	334
houchinese	³¹	331
houchinese	ʔ	329
houchinese	¹³	311
houchinese	p	293
houchinese	tʰ	289
houchinese	s	286
houchinese	³⁵	286
houchinese	²¹³	282
houchinese	m	260
houchinese	ɿ	248
houchinese	ɔ	237
houchinese	¹¹	218
houchinese	tɕ	209
houchinese	⁴²	209
houchinese	⁴⁴	202
houchinese	⁵	185
houchinese	tsʰ	179
houchinese	ɕ	170
houchinese	ɛ	167
houchinese	ɑ	161
houchinese	²²	149
houchinese	f	142
houchinese	³³	136
houchinese	²⁴	127
houchinese	⁴⁵	122
houchinese	x	119
houchinese	r	109
houchinese	kʰ	96
houchinese	y	95
houchinese	²	95
houchinese	ʂ	85
houchinese	ã	83
houchinese	ɐ	81
houchinese	tɕʰ	80
houchinese	pʰ	79
houchinese	ɲ	76
houchinese	¹	75
houchinese	ɥ	72
houchinese	h	69
houchinese	⁵¹	64
houchinese	²¹²	62
houchinese	²¹⁴	62
houchinese	⁰⁴/¹⁴	60
houchinese	ʈʂ	58
houchinese	⁴¹	57
houchinese	ɤ	51
houchinese	d	50
houchinese	z	50
houchinese	⁰²/¹²	45
houchinese	u/w	42
houchinese	ɦ	41
houchinese	ᴀ̃/ã̱	41
houchinese	v	39
houchinese	ʅ	38
houchinese	ʈʂʰ	37
houchinese	³	35
houchinese	b	33
houchinese	æ̃	33
houchinese	ɑ̃	33
houchinese	ʌ̃	32
houchinese	⁴⁴⁵	31
houchinese	ʐ	29
houchinese	ᴀ/a̱	28
houchinese	²³	27
houchinese	ø	27
houchinese	əu	27
houchinese	ɒ̃	26
houchinese	ɯ	26
houchinese	ẽ	26
houchinese	³²⁴	25
houchinese	ᴇ̃/ẽ̞	24
houchinese	³²	23
houchinese	ɪ	21
houchinese	g	20
houchinese	ŋ̍	20
houchinese	ɨ	19
houchinese	⁴	19
houchinese	ᴇ/e̞	18
houchinese	ĩ	17
houchinese	œ	15
houchinese	m̩	13
houchinese	ə̃	12
houchinese	ɛ̃	12
houchinese	ɪ̃	11
houchinese	i/j	10
houchinese	n̩	10
houchinese	ɵ	10
houchinese	dz	9
houchinese	õ	9
houchinese	æ	7
houchinese	ɚ	7
houchinese	ʊ	7
houchinese	⁵⁴	7
houchinese	ɛu	5
houchinese	ʊ̃	4
houchinese	ɣ	3
houchinese	dʑ	2
houchinese	³/²¹	1
houchinese	¹²	1
houchinese	ũ	1
hruschkaturkic	a	1527
hruschkaturkic	t	1000
hruschkaturkic	r	921
hruschkaturkic	u	854
hruschkaturkic	ɨ	814
hruschkaturkic	k	787
hruschkaturkic	i	769
hruschkaturkic	l	769
hruschkaturkic	q	767
hruschkaturkic	j	752
hruschkaturkic	e	688
hruschkaturkic	n	516
hruschkaturkic	s	489
hruschkaturkic	b	471
hruschkaturkic	m	415
hruschkaturkic	o	391
hruschkaturkic	y	384
hruschkaturkic	ʃ	302
hruschkaturkic	œ	285
hruschkaturkic	č/tʃ	284
hruschkaturkic	z	247
hruschkaturkic	d	232
hruschkaturkic	p	196
hruschkaturkic	ɣ	185
hruschkaturkic	x	159
hruschkaturkic	g	145
hruschkaturkic	æ	121
hruschkaturkic	aː	105
hruschkaturkic	ŋ	101
hruschkaturkic	ɢ	93
hruschkaturkic	ə	85
hruschkaturkic	ʒ	84
hruschkaturkic	w	78
hruschkaturkic	v	73
hruschkaturkic	h	69
hruschkaturkic	ǯ/dʒ	60
hruschkaturkic	ɔ	53
hruschkaturkic	uː	43
hruschkaturkic	iː	37
hruschkaturkic	ś/ʃ	35
hruschkaturkic	əu̯	35
hruschkaturkic	oː	30
hruschkaturkic	ɛ	25
hruschkaturkic	ɨː	24
hruschkaturkic	œː	19
hruschkaturkic	ɘu̯	18
hruschkaturkic	ď/ð	17
hruschkaturkic	yː	16
hruschkaturkic	ụ/u	16
hruschkaturkic	χ	14
hruschkaturkic	δ/ð	13
hruschkaturkic	eː	11
hruschkaturkic	ń/ŋ	9
hruschkaturkic	ọ/o	9
hruschkaturkic	c/ts	7
hruschkaturkic	f	7
hruschkaturkic	æː	5
hruschkaturkic	ź/ʒ	4
hruschkaturkic	ŭ/u	1
hruschkaturkic	ẹ/ə	1
hsiuhmongmien	³³	330
hsiuhmongmien	a	239
hsiuhmongmien	ŋ	200
hsiuhmongmien	n	147
hsiuhmongmien	t	140
hsiuhmongmien	⁵³	139
hsiuhmongmien	³⁵	138
hsiuhmongmien	u	122
hsiuhmongmien	⁵⁵	116
hsiuhmongmien	i	104
hsiuhmongmien	p	104
hsiuhmongmien	l	97
hsiuhmongmien	⁴⁴	95
hsiuhmongmien	e	93
hsiuhmongmien	o	79
hsiuhmongmien	q	76
hsiuhmongmien	ei	74
hsiuhmongmien	ɬ	73
hsiuhmongmien	m	70
hsiuhmongmien	tɕ	65
hsiuhmongmien	ai	62
hsiuhmongmien	ɔ	61
hsiuhmongmien	ɑ	60
hsiuhmongmien	j	57
hsiuhmongmien	¹³	56
hsiuhmongmien	²⁴	50
hsiuhmongmien	k	49
hsiuhmongmien	²²	49
hsiuhmongmien	ȵ	43
hsiuhmongmien	ɛ	42
hsiuhmongmien	au	37
hsiuhmongmien	əu	33
hsiuhmongmien	ɣ	32
hsiuhmongmien	s	28
hsiuhmongmien	ts	27
hsiuhmongmien	ɕ	26
hsiuhmongmien	³¹	23
hsiuhmongmien	h	21
hsiuhmongmien	²¹	21
hsiuhmongmien	eu	20
hsiuhmongmien	¹¹	19
hsiuhmongmien	əi	18
hsiuhmongmien	sʰ	17
hsiuhmongmien	z	17
hsiuhmongmien	ʔ	17
hsiuhmongmien	v	16
hsiuhmongmien	f	15
hsiuhmongmien	ə	14
hsiuhmongmien	qʰ	12
hsiuhmongmien	⁴²	12
hsiuhmongmien	kʰ	11
hsiuhmongmien	ui	10
hsiuhmongmien	ɑu	10
hsiuhmongmien	ʑ	10
hsiuhmongmien	¹²	9
hsiuhmongmien	ɕʰ	9
hsiuhmongmien	g	8
hsiuhmongmien	ou	8
hsiuhmongmien	pʰ	8
hsiuhmongmien	ɑi	8
hsiuhmongmien	ɤu	8
hsiuhmongmien	²¹²	7
hsiuhmongmien	n̥	6
hsiuhmongmien	tɬ	6
hsiuhmongmien	aɯ	5
hsiuhmongmien	kʷ	5
hsiuhmongmien	oi	5
hsiuhmongmien	æ	5
hsiuhmongmien	ȶ	5
hsiuhmongmien	dʑ	4
hsiuhmongmien	m̥	4
hsiuhmongmien	ua	4
hsiuhmongmien	æ̃	4
hsiuhmongmien	ɒ	4
hsiuhmongmien	⁰	4
hsiuhmongmien	io	3
hsiuhmongmien	mʲ	3
hsiuhmongmien	tʰ	3
hsiuhmongmien	x	3
hsiuhmongmien	²³	3
hsiuhmongmien	²⁴¹	3
hsiuhmongmien	³²	3
hsiuhmongmien	ɤ	3
hsiuhmongmien	ɬʰ	3
hsiuhmongmien	d	2
hsiuhmongmien	eɯ	2
hsiuhmongmien	tɕʰ	2
hsiuhmongmien	³⁵⁴	2
hsiuhmongmien	ȵ̥	2
hsiuhmongmien	ɦ	2
hsiuhmongmien	ɪ	2
hsiuhmongmien	⁴⁵³	2
hsiuhmongmien	b	1
hsiuhmongmien	c	1
hsiuhmongmien	kʰʷ	1
hsiuhmongmien	th	1
hsiuhmongmien	tsʰ	1
hsiuhmongmien	w	1
hsiuhmongmien	y	1
hsiuhmongmien	zʷ	1
hsiuhmongmien	³⁴	1
hsiuhmongmien	õ	1
hsiuhmongmien	õi	1
hsiuhmongmien	ŋ̃	1
hsiuhmongmien	ɐu	1
hsiuhmongmien	əɯ	1
hsiuhmongmien	ɯ	1
hsiuhmongmien	ɿ	1
hsiuhmongmien	ẽi	1
hsiuhmongmien	⁰²/⁰	1
hubercolumbian	a	22623
hubercolumbian	i	13016
hubercolumbian	e	9199
hubercolumbian	o	8635
hubercolumbian	k	7698
hubercolumbian	u	7178
hubercolumbian	n	5592
hubercolumbian	p	5331
hubercolumbian	b	5223
hubercolumbian	h	5133
hubercolumbian	t	5107
hubercolumbian	ɨ	5039
hubercolumbian	r	5029
hubercolumbian	m	3862
hubercolumbian	ʔ	3861
hubercolumbian	d	3610
hubercolumbian	ã	3463
hubercolumbian	j	3330
hubercolumbian	w	3246
hubercolumbian	s	3080
hubercolumbian	ɯ	2212
hubercolumbian	ĩ	1857
hubercolumbian	g	1673
hubercolumbian	õ	1624
hubercolumbian	l	1535
hubercolumbian	tʃ	1418
hubercolumbian	ɨ̃	1302
hubercolumbian	kʰ	1267
hubercolumbian	x	1194
hubercolumbian	ẽ	1010
hubercolumbian	ũ	948
hubercolumbian	ɾ	897
hubercolumbian	ə	818
hubercolumbian	ts	628
